OBJECTID,latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type
2218,54.488000000000000,-121.752899999999997,300.500000000000000,1.600000000000000,1.200000000000000,2019-10-11 0:00:00,1852,Terra,MODIS,12,6.030000000000000,270.100000000000023,13.800000000000001,D,0
2219,54.479100000000003,-121.781999999999996,307.399999999999977,1.600000000000000,1.200000000000000,2019-10-11 0:00:00,1852,Terra,MODIS,65,6.030000000000000,269.500000000000000,22.500000000000000,D,0
2220,54.477100000000000,-121.757400000000004,340.500000000000000,1.600000000000000,1.200000000000000,2019-10-11 0:00:00,1852,Terra,MODIS,92,6.030000000000000,270.399999999999977,93.900000000000006,D,0
2221,54.171500000000002,-123.388900000000007,379.399999999999977,1.800000000000000,1.300000000000000,2019-10-11 0:00:00,1852,Terra,MODIS,94,6.030000000000000,276.100000000000023,375.300000000000011,D,0
2222,54.169499999999999,-123.360600000000005,367.600000000000023,1.800000000000000,1.300000000000000,2019-10-11 0:00:00,1852,Terra,MODIS,100,6.030000000000000,276.100000000000023,271.300000000000011,D,0
2223,55.959699999999998,-121.877899999999997,301.699999999999989,1.700000000000000,1.300000000000000,2019-10-11 0:00:00,1852,Terra,MODIS,49,6.030000000000000,273.800000000000011,17.699999999999999,D,0
2224,51.826799999999999,-120.632999999999996,304.500000000000000,1.300000000000000,1.100000000000000,2019-10-11 0:00:00,1853,Terra,MODIS,48,6.030000000000000,276.000000000000000,13.300000000000001,D,0
2225,51.809100000000001,-117.434799999999996,345.199999999999989,1.000000000000000,1.000000000000000,2019-10-11 0:00:00,1853,Terra,MODIS,89,6.030000000000000,275.199999999999989,62.000000000000000,D,0
2226,51.807099999999998,-117.419600000000003,311.000000000000000,1.000000000000000,1.000000000000000,2019-10-11 0:00:00,1853,Terra,MODIS,53,6.030000000000000,274.100000000000023,15.600000000000000,D,0
2227,51.802000000000000,-117.453100000000006,347.399999999999977,1.000000000000000,1.000000000000000,2019-10-11 0:00:00,1853,Terra,MODIS,90,6.030000000000000,274.500000000000000,65.000000000000000,D,0
2228,51.800100000000000,-117.438299999999998,354.800000000000011,1.000000000000000,1.000000000000000,2019-10-11 0:00:00,1853,Terra,MODIS,74,6.030000000000000,275.699999999999989,81.799999999999997,D,0
2229,52.036099999999998,-120.796400000000006,338.399999999999977,1.300000000000000,1.100000000000000,2019-10-11 0:00:00,1853,Terra,MODIS,91,6.030000000000000,276.699999999999989,68.200000000000003,D,0
2230,52.034199999999998,-120.777900000000002,322.100000000000023,1.300000000000000,1.100000000000000,2019-10-11 0:00:00,1853,Terra,MODIS,81,6.030000000000000,274.899999999999977,35.799999999999997,D,0
2231,52.025900000000000,-120.799199999999999,302.000000000000000,1.300000000000000,1.100000000000000,2019-10-11 0:00:00,1853,Terra,MODIS,43,6.030000000000000,274.300000000000011,11.699999999999999,D,0
2232,51.455700000000000,-116.926599999999993,306.000000000000000,1.000000000000000,1.000000000000000,2019-10-11 0:00:00,1853,Terra,MODIS,50,6.030000000000000,269.899999999999977,11.600000000000000,D,0
2233,51.453699999999998,-116.911900000000003,305.600000000000023,1.000000000000000,1.000000000000000,2019-10-11 0:00:00,1853,Terra,MODIS,54,6.030000000000000,270.699999999999989,11.800000000000001,D,0
2234,51.444499999999998,-116.906400000000005,304.399999999999977,1.000000000000000,1.000000000000000,2019-10-11 0:00:00,1853,Terra,MODIS,55,6.030000000000000,269.000000000000000,12.100000000000000,D,0
2235,51.837000000000003,-120.631100000000004,315.800000000000011,1.300000000000000,1.100000000000000,2019-10-11 0:00:00,1853,Terra,MODIS,76,6.030000000000000,277.399999999999977,26.000000000000000,D,0
2236,51.622599999999998,-119.213700000000003,309.899999999999977,1.200000000000000,1.100000000000000,2019-10-11 0:00:00,1853,Terra,MODIS,69,6.030000000000000,278.100000000000023,16.399999999999999,D,0
2237,51.614899999999999,-119.232699999999994,302.899999999999977,1.200000000000000,1.100000000000000,2019-10-11 0:00:00,1853,Terra,MODIS,50,6.030000000000000,277.899999999999977,10.699999999999999,D,0
2238,51.438400000000001,-119.468599999999995,380.500000000000000,1.200000000000000,1.100000000000000,2019-10-11 0:00:00,1853,Terra,MODIS,100,6.030000000000000,282.699999999999989,201.199999999999989,D,0
2239,51.436599999999999,-119.451700000000002,303.600000000000023,1.200000000000000,1.100000000000000,2019-10-11 0:00:00,1853,Terra,MODIS,56,6.030000000000000,276.899999999999977,11.100000000000000,D,0
2240,51.428800000000003,-119.471000000000004,334.399999999999977,1.200000000000000,1.100000000000000,2019-10-11 0:00:00,1853,Terra,MODIS,84,6.030000000000000,277.100000000000023,48.299999999999997,D,0
2241,51.209400000000002,-120.849599999999995,362.199999999999989,1.300000000000000,1.100000000000000,2019-10-11 0:00:00,1853,Terra,MODIS,75,6.030000000000000,278.800000000000011,141.199999999999989,D,0
2242,51.207500000000003,-120.830900000000000,304.199999999999989,1.300000000000000,1.100000000000000,2019-10-11 0:00:00,1853,Terra,MODIS,32,6.030000000000000,275.100000000000023,12.500000000000000,D,0
2243,51.199199999999998,-120.852199999999996,327.500000000000000,1.300000000000000,1.100000000000000,2019-10-11 0:00:00,1853,Terra,MODIS,80,6.030000000000000,275.500000000000000,41.799999999999997,D,0
2244,51.189100000000003,-120.854900000000001,314.100000000000023,1.300000000000000,1.100000000000000,2019-10-11 0:00:00,1853,Terra,MODIS,62,6.030000000000000,275.100000000000023,22.500000000000000,D,0
2245,51.180000000000000,-120.845299999999995,300.399999999999977,1.300000000000000,1.100000000000000,2019-10-11 0:00:00,1853,Terra,MODIS,25,6.030000000000000,275.399999999999977,9.699999999999999,D,0
2246,50.529400000000003,-118.844399999999993,300.699999999999989,1.100000000000000,1.000000000000000,2019-10-11 0:00:00,1853,Terra,MODIS,40,6.030000000000000,276.899999999999977,9.600000000000000,D,0
2247,50.043199999999999,-118.186099999999996,330.199999999999989,1.100000000000000,1.000000000000000,2019-10-11 0:00:00,1853,Terra,MODIS,87,6.030000000000000,274.500000000000000,35.500000000000000,D,0
2248,50.041200000000003,-118.171099999999996,306.199999999999989,1.000000000000000,1.000000000000000,2019-10-11 0:00:00,1853,Terra,MODIS,47,6.030000000000000,273.399999999999977,11.400000000000000,D,0
2249,50.025100000000002,-118.192099999999996,308.199999999999989,1.100000000000000,1.000000000000000,2019-10-11 0:00:00,1853,Terra,MODIS,67,6.030000000000000,274.500000000000000,13.199999999999999,D,0
2250,50.023200000000003,-118.177099999999996,325.300000000000011,1.000000000000000,1.000000000000000,2019-10-11 0:00:00,1853,Terra,MODIS,84,6.030000000000000,274.100000000000023,29.500000000000000,D,0
2251,50.018000000000001,-118.283500000000004,317.899999999999977,1.100000000000000,1.000000000000000,2019-10-11 0:00:00,1853,Terra,MODIS,78,6.030000000000000,274.800000000000011,22.399999999999999,D,0
2252,54.707200000000000,-122.284999999999997,319.600000000000023,3.500000000000000,1.800000000000000,2019-10-11 0:00:00,2030,Terra,MODIS,0,6.030000000000000,270.000000000000000,128.000000000000000,D,0
2253,54.468600000000002,-121.749600000000001,326.699999999999989,3.700000000000000,1.800000000000000,2019-10-11 0:00:00,2030,Terra,MODIS,75,6.030000000000000,274.399999999999977,187.000000000000000,D,0
2254,54.477699999999999,-121.751199999999997,330.699999999999989,3.700000000000000,1.800000000000000,2019-10-11 0:00:00,2030,Terra,MODIS,63,6.030000000000000,274.500000000000000,228.500000000000000,D,0
2255,54.648800000000001,-122.034599999999998,321.100000000000023,3.600000000000000,1.800000000000000,2019-10-11 0:00:00,2030,Terra,MODIS,73,6.030000000000000,272.000000000000000,145.099999999999994,D,0
2256,51.196100000000001,-120.921800000000005,346.399999999999977,1.200000000000000,1.100000000000000,2019-10-11 0:00:00,2039,Aqua,MODIS,94,6.030000000000000,279.800000000000011,79.099999999999994,D,0
2257,49.323200000000000,-121.933599999999998,300.800000000000011,1.500000000000000,1.200000000000000,2019-10-11 0:00:00,2039,Aqua,MODIS,42,6.030000000000000,279.800000000000011,11.500000000000000,D,0
2258,50.026499999999999,-118.181299999999993,335.300000000000011,1.100000000000000,1.000000000000000,2019-10-11 0:00:00,2039,Aqua,MODIS,89,6.030000000000000,277.199999999999989,42.600000000000001,D,0
2259,50.009599999999999,-118.282200000000003,361.199999999999989,1.100000000000000,1.000000000000000,2019-10-11 0:00:00,2039,Aqua,MODIS,100,6.030000000000000,279.000000000000000,103.099999999999994,D,0
2260,50.007199999999997,-118.296599999999998,345.800000000000011,1.100000000000000,1.000000000000000,2019-10-11 0:00:00,2039,Aqua,MODIS,94,6.030000000000000,278.500000000000000,63.200000000000003,D,0
2261,50.018700000000003,-118.285700000000006,311.100000000000023,1.100000000000000,1.000000000000000,2019-10-11 0:00:00,2039,Aqua,MODIS,71,6.030000000000000,274.500000000000000,16.199999999999999,D,0
2262,50.043500000000002,-118.177499999999995,318.899999999999977,1.100000000000000,1.000000000000000,2019-10-11 0:00:00,2039,Aqua,MODIS,74,6.030000000000000,274.800000000000011,23.399999999999999,D,0
2263,50.040900000000001,-118.192599999999999,323.300000000000011,1.100000000000000,1.000000000000000,2019-10-11 0:00:00,2039,Aqua,MODIS,82,6.030000000000000,276.500000000000000,28.199999999999999,D,0
2264,50.057699999999997,-118.817099999999996,304.300000000000011,1.100000000000000,1.000000000000000,2019-10-11 0:00:00,2039,Aqua,MODIS,44,6.030000000000000,276.399999999999977,10.699999999999999,D,0
2265,50.069400000000002,-118.806100000000001,306.500000000000000,1.100000000000000,1.000000000000000,2019-10-11 0:00:00,2039,Aqua,MODIS,64,6.030000000000000,275.600000000000023,12.800000000000001,D,0
2266,50.066800000000001,-118.820999999999998,310.800000000000011,1.100000000000000,1.000000000000000,2019-10-11 0:00:00,2039,Aqua,MODIS,70,6.030000000000000,276.100000000000023,16.199999999999999,D,0
2267,51.125900000000001,-116.963600000000000,313.899999999999977,1.000000000000000,1.000000000000000,2019-10-11 0:00:00,2039,Aqua,MODIS,65,6.030000000000000,272.899999999999977,17.800000000000001,D,0
2268,51.123800000000003,-116.977800000000002,309.300000000000011,1.000000000000000,1.000000000000000,2019-10-11 0:00:00,2039,Aqua,MODIS,68,6.030000000000000,273.699999999999989,14.300000000000001,D,0
2269,51.449500000000000,-116.914100000000005,330.699999999999989,1.000000000000000,1.000000000000000,2019-10-11 0:00:00,2039,Aqua,MODIS,82,6.030000000000000,270.399999999999977,35.399999999999999,D,0
2270,51.429299999999998,-119.468400000000003,359.100000000000023,1.100000000000000,1.000000000000000,2019-10-11 0:00:00,2039,Aqua,MODIS,99,6.030000000000000,282.600000000000023,99.299999999999997,D,0
2271,51.426800000000000,-119.482600000000005,316.000000000000000,1.100000000000000,1.000000000000000,2019-10-11 0:00:00,2039,Aqua,MODIS,70,6.030000000000000,278.699999999999989,19.000000000000000,D,0
2272,51.438400000000001,-119.472499999999997,321.899999999999977,1.100000000000000,1.000000000000000,2019-10-11 0:00:00,2039,Aqua,MODIS,81,6.030000000000000,280.500000000000000,26.000000000000000,D,0
2273,51.186700000000002,-120.861699999999999,347.699999999999989,1.200000000000000,1.100000000000000,2019-10-11 0:00:00,2039,Aqua,MODIS,90,6.030000000000000,279.500000000000000,79.099999999999994,D,0
2274,51.199399999999997,-120.849100000000007,322.699999999999989,1.200000000000000,1.100000000000000,2019-10-11 0:00:00,2039,Aqua,MODIS,71,6.030000000000000,278.699999999999989,30.899999999999999,D,0
2275,51.196300000000001,-120.866000000000000,300.899999999999977,1.200000000000000,1.100000000000000,2019-10-11 0:00:00,2039,Aqua,MODIS,25,6.030000000000000,277.699999999999989,8.900000000000000,D,0
2276,51.800899999999999,-117.429800000000000,351.000000000000000,1.000000000000000,1.000000000000000,2019-10-11 0:00:00,2039,Aqua,MODIS,73,6.030000000000000,279.899999999999977,67.200000000000003,D,0
2277,51.798699999999997,-117.444100000000006,361.300000000000011,1.000000000000000,1.000000000000000,2019-10-11 0:00:00,2039,Aqua,MODIS,75,6.030000000000000,281.899999999999977,94.700000000000003,D,0
2278,51.796500000000002,-117.458100000000002,312.100000000000023,1.000000000000000,1.000000000000000,2019-10-11 0:00:00,2039,Aqua,MODIS,58,6.030000000000000,276.399999999999977,15.000000000000000,D,0
2279,51.805300000000003,-117.461699999999993,300.300000000000011,1.000000000000000,1.000000000000000,2019-10-11 0:00:00,2039,Aqua,MODIS,30,6.030000000000000,275.800000000000011,7.700000000000000,D,0
2280,51.774400000000000,-117.662000000000006,326.500000000000000,1.000000000000000,1.000000000000000,2019-10-11 0:00:00,2039,Aqua,MODIS,73,6.030000000000000,281.899999999999977,27.199999999999999,D,0
2281,51.783200000000001,-117.665499999999994,320.000000000000000,1.000000000000000,1.000000000000000,2019-10-11 0:00:00,2039,Aqua,MODIS,75,6.030000000000000,278.800000000000011,22.100000000000001,D,0
2282,51.615600000000001,-119.212500000000006,306.399999999999977,1.100000000000000,1.000000000000000,2019-10-11 0:00:00,2039,Aqua,MODIS,63,6.030000000000000,278.899999999999977,12.000000000000000,D,0
2283,51.613000000000000,-119.227400000000003,335.699999999999989,1.100000000000000,1.000000000000000,2019-10-11 0:00:00,2039,Aqua,MODIS,90,6.030000000000000,279.500000000000000,45.399999999999999,D,0
2284,51.610500000000002,-119.242199999999997,342.899999999999977,1.100000000000000,1.000000000000000,2019-10-11 0:00:00,2039,Aqua,MODIS,93,6.030000000000000,280.100000000000023,58.299999999999997,D,0
2285,51.667600000000000,-119.404700000000005,329.199999999999989,1.100000000000000,1.000000000000000,2019-10-11 0:00:00,2039,Aqua,MODIS,86,6.030000000000000,277.699999999999989,35.799999999999997,D,0
2286,51.676600000000001,-119.409300000000002,305.199999999999989,1.100000000000000,1.000000000000000,2019-10-11 0:00:00,2039,Aqua,MODIS,61,6.030000000000000,277.800000000000011,11.400000000000000,D,0
2287,52.195200000000000,-118.195200000000000,307.800000000000011,1.000000000000000,1.000000000000000,2019-10-11 0:00:00,2039,Aqua,MODIS,50,6.030000000000000,273.000000000000000,13.600000000000000,D,0
2288,51.827900000000000,-120.629700000000000,320.300000000000011,1.200000000000000,1.100000000000000,2019-10-11 0:00:00,2039,Aqua,MODIS,80,6.030000000000000,275.100000000000023,28.100000000000001,D,0
2289,52.028500000000001,-120.788799999999995,358.199999999999989,1.200000000000000,1.100000000000000,2019-10-11 0:00:00,2039,Aqua,MODIS,99,6.030000000000000,279.399999999999977,107.900000000000006,D,0
2290,52.025500000000001,-120.805499999999995,326.100000000000023,1.200000000000000,1.100000000000000,2019-10-11 0:00:00,2039,Aqua,MODIS,84,6.030000000000000,277.899999999999977,34.799999999999997,D,0
2291,52.033099999999997,-120.778499999999994,305.100000000000023,1.200000000000000,1.100000000000000,2019-10-11 0:00:00,2039,Aqua,MODIS,61,6.030000000000000,275.800000000000011,12.600000000000000,D,0
2292,52.030200000000001,-120.794600000000003,351.000000000000000,1.200000000000000,1.100000000000000,2019-10-11 0:00:00,2039,Aqua,MODIS,96,6.030000000000000,280.300000000000011,87.000000000000000,D,0
2293,52.263199999999998,-120.832800000000006,306.699999999999989,1.200000000000000,1.100000000000000,2019-10-11 0:00:00,2039,Aqua,MODIS,64,6.030000000000000,277.000000000000000,13.900000000000000,D,0
2294,52.886899999999997,-121.504099999999994,300.899999999999977,1.200000000000000,1.100000000000000,2019-10-11 0:00:00,2040,Aqua,MODIS,42,6.030000000000000,276.699999999999989,10.000000000000000,D,0
2295,53.216400000000000,-120.423000000000002,318.000000000000000,1.100000000000000,1.000000000000000,2019-10-11 0:00:00,2040,Aqua,MODIS,0,6.030000000000000,267.800000000000011,22.600000000000001,D,0
2296,54.344900000000003,-122.293099999999995,333.100000000000023,1.200000000000000,1.100000000000000,2019-10-11 0:00:00,2040,Aqua,MODIS,88,6.030000000000000,276.399999999999977,48.000000000000000,D,0
2297,54.341799999999999,-122.309899999999999,331.300000000000011,1.200000000000000,1.100000000000000,2019-10-11 0:00:00,2040,Aqua,MODIS,87,6.030000000000000,275.899999999999977,45.100000000000001,D,0
2298,54.476799999999997,-121.741200000000006,306.500000000000000,1.100000000000000,1.100000000000000,2019-10-11 0:00:00,2040,Aqua,MODIS,46,6.030000000000000,275.300000000000011,11.699999999999999,D,0
2299,54.473700000000001,-121.758600000000001,371.600000000000023,1.100000000000000,1.100000000000000,2019-10-11 0:00:00,2040,Aqua,MODIS,100,6.030000000000000,280.199999999999989,150.500000000000000,D,0
2300,54.470599999999997,-121.775700000000001,366.100000000000023,1.100000000000000,1.100000000000000,2019-10-11 0:00:00,2040,Aqua,MODIS,100,6.030000000000000,279.800000000000011,128.699999999999989,D,0
2301,54.482900000000001,-121.763199999999998,342.000000000000000,1.100000000000000,1.100000000000000,2019-10-11 0:00:00,2040,Aqua,MODIS,93,6.030000000000000,277.399999999999977,60.600000000000001,D,0
2302,54.479799999999997,-121.780500000000004,321.399999999999977,1.100000000000000,1.100000000000000,2019-10-11 0:00:00,2040,Aqua,MODIS,81,6.030000000000000,277.399999999999977,26.699999999999999,D,0
2303,54.447000000000003,-122.528800000000004,307.000000000000000,1.200000000000000,1.100000000000000,2019-10-11 0:00:00,2040,Aqua,MODIS,64,6.030000000000000,274.300000000000011,14.199999999999999,D,0
2304,54.456299999999999,-122.534499999999994,303.399999999999977,1.200000000000000,1.100000000000000,2019-10-11 0:00:00,2040,Aqua,MODIS,49,6.030000000000000,272.899999999999977,11.400000000000000,D,0
2305,54.525300000000001,-122.346599999999995,305.600000000000023,1.200000000000000,1.100000000000000,2019-10-11 0:00:00,2040,Aqua,MODIS,62,6.030000000000000,275.399999999999977,13.800000000000001,D,0
2306,54.644500000000001,-122.030900000000003,342.800000000000011,1.200000000000000,1.100000000000000,2019-10-11 0:00:00,2040,Aqua,MODIS,93,6.030000000000000,272.600000000000023,62.100000000000001,D,0
2307,54.641199999999998,-122.049000000000007,347.500000000000000,1.200000000000000,1.100000000000000,2019-10-11 0:00:00,2040,Aqua,MODIS,95,6.030000000000000,274.000000000000000,72.799999999999997,D,0
2308,54.649799999999999,-122.019999999999996,329.199999999999989,1.200000000000000,1.100000000000000,2019-10-11 0:00:00,2040,Aqua,MODIS,23,6.030000000000000,273.000000000000000,34.399999999999999,D,0
2309,54.646500000000003,-122.037899999999993,338.500000000000000,1.200000000000000,1.100000000000000,2019-10-11 0:00:00,2040,Aqua,MODIS,65,6.030000000000000,273.600000000000023,53.399999999999999,D,0
2310,54.643300000000004,-122.055700000000002,323.600000000000023,1.200000000000000,1.100000000000000,2019-10-11 0:00:00,2040,Aqua,MODIS,54,6.030000000000000,274.000000000000000,29.500000000000000,D,0
2311,54.658799999999999,-122.026300000000006,308.300000000000011,1.200000000000000,1.100000000000000,2019-10-11 0:00:00,2040,Aqua,MODIS,31,6.030000000000000,273.000000000000000,12.800000000000001,D,0
2312,54.700200000000002,-122.265199999999993,350.000000000000000,1.200000000000000,1.100000000000000,2019-10-11 0:00:00,2040,Aqua,MODIS,96,6.030000000000000,279.699999999999989,80.099999999999994,D,0
2313,54.712600000000002,-122.253000000000000,315.100000000000023,1.200000000000000,1.100000000000000,2019-10-11 0:00:00,2040,Aqua,MODIS,54,6.030000000000000,276.399999999999977,19.199999999999999,D,0
2314,54.709400000000002,-122.270399999999995,363.100000000000023,1.200000000000000,1.100000000000000,2019-10-11 0:00:00,2040,Aqua,MODIS,100,6.030000000000000,280.300000000000011,123.000000000000000,D,0
2315,54.706200000000003,-122.287800000000004,318.800000000000011,1.200000000000000,1.100000000000000,2019-10-11 0:00:00,2040,Aqua,MODIS,72,6.030000000000000,277.300000000000011,23.600000000000001,D,0
2316,54.734000000000002,-122.302499999999995,304.600000000000023,1.200000000000000,1.100000000000000,2019-10-11 0:00:00,2040,Aqua,MODIS,59,6.030000000000000,276.199999999999989,11.699999999999999,D,0
2317,54.730800000000002,-122.319999999999993,301.600000000000023,1.200000000000000,1.100000000000000,2019-10-11 0:00:00,2040,Aqua,MODIS,43,6.030000000000000,276.300000000000011,9.500000000000000,D,0
2318,54.743400000000001,-122.307100000000005,300.100000000000023,1.200000000000000,1.100000000000000,2019-10-11 0:00:00,2040,Aqua,MODIS,19,6.030000000000000,275.000000000000000,8.699999999999999,D,0
2319,54.740099999999998,-122.325000000000003,300.300000000000011,1.200000000000000,1.100000000000000,2019-10-11 0:00:00,2040,Aqua,MODIS,27,6.030000000000000,275.800000000000011,8.800000000000001,D,0
2320,50.015700000000002,-118.278899999999993,304.600000000000023,1.300000000000000,1.100000000000000,2019-10-12 0:00:00,603,Terra,MODIS,61,6.030000000000000,270.199999999999989,17.399999999999999,N,0
2321,50.045099999999998,-118.191900000000004,303.199999999999989,1.300000000000000,1.100000000000000,2019-10-12 0:00:00,603,Terra,MODIS,54,6.030000000000000,271.000000000000000,15.800000000000001,N,0
2322,50.946199999999997,-118.657399999999996,302.000000000000000,1.000000000000000,1.000000000000000,2019-10-12 0:00:00,1011,Aqua,MODIS,46,6.030000000000000,265.899999999999977,10.500000000000000,N,0
2323,56.871400000000001,-120.840199999999996,319.500000000000000,1.100000000000000,1.000000000000000,2019-10-12 0:00:00,1934,Terra,MODIS,79,6.030000000000000,282.500000000000000,21.699999999999999,D,0
2324,54.956000000000003,-123.774100000000004,406.699999999999989,1.000000000000000,1.000000000000000,2019-10-12 0:00:00,1935,Terra,MODIS,100,6.030000000000000,286.199999999999989,296.199999999999989,D,0
2325,54.953600000000002,-123.758899999999997,397.800000000000011,1.000000000000000,1.000000000000000,2019-10-12 0:00:00,1935,Terra,MODIS,94,6.030000000000000,281.300000000000011,238.500000000000000,D,0
2326,54.951300000000003,-123.743700000000004,326.600000000000023,1.000000000000000,1.000000000000000,2019-10-12 0:00:00,1935,Terra,MODIS,0,6.030000000000000,268.699999999999989,24.699999999999999,D,0
2327,54.947299999999998,-123.778099999999995,364.500000000000000,1.000000000000000,1.000000000000000,2019-10-12 0:00:00,1935,Terra,MODIS,94,6.030000000000000,274.899999999999977,98.400000000000006,D,0
2328,54.944899999999997,-123.763000000000005,340.300000000000011,1.000000000000000,1.000000000000000,2019-10-12 0:00:00,1935,Terra,MODIS,45,6.030000000000000,270.000000000000000,41.299999999999997,D,0
2329,54.938499999999998,-123.782200000000003,301.500000000000000,1.000000000000000,1.000000000000000,2019-10-12 0:00:00,1935,Terra,MODIS,26,6.030000000000000,270.699999999999989,6.600000000000000,D,0
2330,54.691000000000003,-125.578199999999995,335.899999999999977,1.000000000000000,1.000000000000000,2019-10-12 0:00:00,1935,Terra,MODIS,85,6.030000000000000,273.199999999999989,39.600000000000001,D,0
2331,54.962400000000002,-123.754900000000006,339.699999999999989,1.000000000000000,1.000000000000000,2019-10-12 0:00:00,1935,Terra,MODIS,92,6.030000000000000,274.500000000000000,44.000000000000000,D,0
2332,54.656500000000001,-126.829999999999998,301.899999999999977,1.000000000000000,1.000000000000000,2019-10-12 0:00:00,1935,Terra,MODIS,44,6.030000000000000,277.000000000000000,7.400000000000000,D,0
2333,54.654400000000003,-126.813999999999993,343.199999999999989,1.000000000000000,1.000000000000000,2019-10-12 0:00:00,1935,Terra,MODIS,81,6.030000000000000,276.600000000000023,54.500000000000000,D,0
2334,54.490000000000002,-126.757199999999997,317.600000000000023,1.000000000000000,1.000000000000000,2019-10-12 0:00:00,1935,Terra,MODIS,73,6.030000000000000,270.300000000000011,20.199999999999999,D,0
2335,54.040599999999998,-125.459100000000007,301.199999999999989,1.000000000000000,1.000000000000000,2019-10-12 0:00:00,1935,Terra,MODIS,45,6.030000000000000,271.800000000000011,7.800000000000000,D,0
2336,53.963900000000002,-125.379999999999995,340.000000000000000,1.000000000000000,1.000000000000000,2019-10-12 0:00:00,1935,Terra,MODIS,87,6.030000000000000,272.100000000000023,44.100000000000001,D,0
2337,53.733300000000000,-124.046599999999998,355.199999999999989,1.000000000000000,1.000000000000000,2019-10-12 0:00:00,1935,Terra,MODIS,85,6.030000000000000,274.300000000000011,77.000000000000000,D,0
2338,53.730899999999998,-124.031700000000001,358.300000000000011,1.000000000000000,1.000000000000000,2019-10-12 0:00:00,1935,Terra,MODIS,75,6.030000000000000,277.699999999999989,84.700000000000003,D,0
2339,54.026000000000003,-126.345399999999998,363.100000000000023,1.000000000000000,1.000000000000000,2019-10-12 0:00:00,1935,Terra,MODIS,89,6.030000000000000,281.800000000000011,100.099999999999994,D,0
2340,54.048099999999998,-126.576800000000006,302.399999999999977,1.000000000000000,1.000000000000000,2019-10-12 0:00:00,1935,Terra,MODIS,52,6.030000000000000,275.699999999999989,9.000000000000000,D,0
2341,54.017099999999999,-126.348799999999997,361.300000000000011,1.000000000000000,1.000000000000000,2019-10-12 0:00:00,1935,Terra,MODIS,82,6.030000000000000,278.699999999999989,93.299999999999997,D,0
2342,53.440100000000001,-124.626800000000003,384.000000000000000,1.000000000000000,1.000000000000000,2019-10-12 0:00:00,1935,Terra,MODIS,100,6.030000000000000,282.300000000000011,172.800000000000011,D,0
2343,53.437800000000003,-124.611999999999995,361.800000000000011,1.000000000000000,1.000000000000000,2019-10-12 0:00:00,1935,Terra,MODIS,87,6.030000000000000,276.500000000000000,92.900000000000006,D,0
2344,53.431300000000000,-124.630600000000001,424.899999999999977,1.000000000000000,1.000000000000000,2019-10-12 0:00:00,1935,Terra,MODIS,94,6.030000000000000,286.100000000000023,441.500000000000000,D,0
2345,53.427100000000003,-124.663799999999995,342.800000000000011,1.000000000000000,1.000000000000000,2019-10-12 0:00:00,1935,Terra,MODIS,70,6.030000000000000,273.000000000000000,48.200000000000003,D,0
2346,53.392299999999999,-124.741100000000003,348.399999999999977,1.000000000000000,1.000000000000000,2019-10-12 0:00:00,1935,Terra,MODIS,95,6.030000000000000,274.699999999999989,60.100000000000001,D,0
2347,53.386499999999998,-124.764899999999997,327.600000000000023,1.000000000000000,1.000000000000000,2019-10-12 0:00:00,1935,Terra,MODIS,80,6.030000000000000,271.699999999999989,28.899999999999999,D,0
2348,53.384200000000000,-124.750200000000007,311.899999999999977,1.000000000000000,1.000000000000000,2019-10-12 0:00:00,1935,Terra,MODIS,71,6.030000000000000,272.600000000000023,13.900000000000000,D,0
2349,54.729900000000001,-126.827799999999996,336.300000000000011,1.000000000000000,1.000000000000000,2019-10-12 0:00:00,1935,Terra,MODIS,85,6.030000000000000,275.399999999999977,43.700000000000003,D,0
2350,54.960000000000001,-123.739699999999999,315.399999999999977,1.000000000000000,1.000000000000000,2019-10-12 0:00:00,1935,Terra,MODIS,28,6.030000000000000,267.699999999999989,13.800000000000001,D,0
2351,54.958399999999997,-123.789299999999997,340.500000000000000,1.000000000000000,1.000000000000000,2019-10-12 0:00:00,1935,Terra,MODIS,86,6.030000000000000,275.300000000000011,44.700000000000003,D,0
2352,54.967100000000002,-123.785300000000007,304.199999999999989,1.000000000000000,1.000000000000000,2019-10-12 0:00:00,1935,Terra,MODIS,31,6.030000000000000,273.199999999999989,7.600000000000000,D,0
2353,54.964799999999997,-123.770099999999999,320.500000000000000,1.000000000000000,1.000000000000000,2019-10-12 0:00:00,1935,Terra,MODIS,63,6.030000000000000,274.699999999999989,18.800000000000001,D,0
2354,49.192999999999998,-116.209299999999999,349.800000000000011,2.500000000000000,1.500000000000000,2019-10-12 0:00:00,1936,Terra,MODIS,96,6.030000000000000,276.600000000000023,243.000000000000000,D,0
2355,49.200299999999999,-116.238100000000003,306.399999999999977,2.400000000000000,1.500000000000000,2019-10-12 0:00:00,1936,Terra,MODIS,58,6.030000000000000,276.399999999999977,37.799999999999997,D,0
2356,49.205100000000002,-116.199399999999997,307.899999999999977,2.500000000000000,1.500000000000000,2019-10-12 0:00:00,1936,Terra,MODIS,66,6.030000000000000,275.800000000000011,42.600000000000001,D,0
2357,49.198200000000000,-116.209500000000006,349.399999999999977,2.500000000000000,1.500000000000000,2019-10-12 0:00:00,1936,Terra,MODIS,96,6.030000000000000,277.899999999999977,240.099999999999994,D,0
